3.9903,6.528,0.72563,2.4237,0.65349,1.193,0.39502,0.86808,0.38155,0.52738,6.11,6.2537,1.1186,2.2015,0.90142,1.5246,0.67103,1.2702,0.59764,0.77978,1.8323,3.1604,0.69222,1.4991,0.55299,0.93687,0.43524,0.8822,0.42578,0.56079,1.4924,2.2653,0.49947,0.85568,0.45091,0.73615,0.39605,0.70856,0.37002,0.4644,3.1608,3.8936,0.55282,1.163,0.56645,1.1111,0.90052,1.527,0.85156,1.153,0.92241,1.2109,0.19957,0.40794,0.1697,0.30643,0.22938,0.44188,0.24092,0.34106,1.7516,2.0117,0.36696,0.72272,0.28963,0.51405,0.31513,0.57861,0.31375,0.40028,1.7246,1.7641,0.37338,0.82111,0.26023,0.56533,0.28893,0.57485,0.29993,0.37185,2.381,2.1802,0.4061,0.86817,0.32745,0.70385,0.33333,0.62221,0.31304,0.43333,4.2464,4.3614,0.97917,1.6704,0.67945,1.2742,0.75336,1.4733,0.65159,0.91131,2.1143,3.0516,0.86053,1.425,0.51081,0.87137,0.38391,0.73741,0.34239,0.44126,2.1341,3.1843,0.69514,1.6483,0.53519,0.97308,0.42274,0.81752,0.38815,0.50211,7.5207,9.2056,2.3687,3.7683,1.2311,2.1956,0.69854,1.4006,0.60819,0.78262,9.4202,15.519,2.1416,5.0538,1.3597,2.4273,0.72363,1.3857,0.62528,0.7989
1.0759,2.1079,0.71628,1.0494,0.48719,0.81926,2.2636,1.977,0.9651,0.93783,4.3299,4.3038,0.71473,1.8056,0.59062,1.3841,8.8485,5.8206,1.7991,2.1584,1.5121,2.1191,0.48602,0.83291,0.57947,0.84836,6.5705,4.0863,1.5186,1.4885,1.5708,1.5197,0.33096,0.53754,0.39412,0.72548,4.958,3.2093,1.3079,1.2831,4.0974,5.1144,1.0847,2.3971,0.67588,1.2646,8.807,5.9811,1.8295,2.221,0.29317,0.52712,0.28067,0.34812,0.15725,0.27742,0.35942,0.45599,0.62537,0.65218,0.94864,2.0069,0.33054,0.83182,0.33329,0.56224,2.5172,1.9337,1.0081,1.0387,1.1328,1.7788,0.42994,0.89223,0.36778,0.63191,2.3802,1.8198,0.99037,1.0126,1.4141,2.2161,0.5043,1.1161,0.36129,0.72359,4.6308,3.0202,1.2978,1.3179,3.915,5.8643,1.2165,2.5002,0.85441,1.5918,8.8215,5.9184,1.9613,2.1671,2.0244,2.8149,0.55036,1.1645,0.4909,0.74947,4.0263,2.7207,1.2152,1.2393,1.2901,2.0623,0.4447,1.0083,0.55686,0.77177,4.8424,3.19,1.2555,1.2968,4.581,6.135,2.0602,3.3955,0.80019,1.3588,8.5646,5.9216,1.7895,2.0148,2.9092,4.0494,1.142,2.3297,0.79927,1.5023,8.6643,5.7631,1.8038,1.9609
4.0302,6.4457,1.0942,1.8494,0.56453,1.01,0.52903,0.79884,0.37392,0.56667,4.1499,7.6669,1.7436,2.914,0.74522,1.545,1.0138,1.4165,0.52088,0.89295,4.394,5.8932,0.8231,1.5437,0.52845,1.0359,0.55146,0.80946,0.34619,0.61362,3.1839,4.8168,0.78441,1.3492,0.35274,0.84731,0.52537,0.71616,0.31429,0.53584,4.9531,7.3442,1.3303,2.2238,0.71801,1.2903,0.8593,1.5707,0.62526,1.0597,1.9997,3.4006,0.47871,0.89268,0.21297,0.55377,0.30223,0.44875,0.21781,0.34507,3.2589,3.9994,0.63817,1.1117,0.34299,0.75621,0.46861,0.61754,0.28527,0.46264,2.9634,4.1922,0.61259,1.2385,0.46853,0.68047,0.46262,0.64491,0.25958,0.45214,3.037,4.0412,0.61132,1.2442,0.39733,0.7732,0.4977,0.7336,0.3216,0.56114,5.9996,7.5543,1.2606,2.8144,0.81848,1.8307,0.88263,1.4769,0.54773,0.97764,4.4442,5.2094,0.84412,1.532,0.43063,0.85763,0.49485,0.69531,0.31024,0.52413,4.3245,5.462,0.76433,1.5178,0.52764,0.91255,0.45127,0.76322,0.3311,0.56586,9.0664,9.3876,1.8829,3.4282,0.85834,1.6409,0.83992,1.3738,0.50384,0.91029,7.5838,9.2689,1.5367,2.7234,0.65692,1.4631,0.84331,1.1798,0.51511,0.86121
2.5365,3.668,0.77872,1.4578,0.44574,0.90302,0.36314,0.67821,0.34387,0.55449,3.8348,4.1778,1.1174,2.2043,0.79293,1.3307,0.63274,1.0271,0.51951,0.89749,1.0461,1.5759,0.50978,0.9786,0.30712,0.7393,0.35809,0.67766,0.35159,0.61846,1.4321,1.4196,0.36224,0.64533,0.31226,0.52485,0.33057,0.58281,0.31662,0.54547,0.8346,1.2384,0.32811,0.66402,0.44626,0.89152,0.72798,1.3187,0.67137,1.0841,0.50919,0.643,0.15261,0.294,0.12214,0.26169,0.20646,0.36244,0.23974,0.37252,0.51678,0.96817,0.30195,0.47687,0.20632,0.38478,0.29874,0.52948,0.30462,0.50738,0.61463,1.0963,0.38158,0.61681,0.21169,0.43237,0.31934,0.52762,0.28907,0.48806,0.70408,1.3443,0.41488,0.59499,0.28528,0.49426,0.35324,0.59622,0.36119,0.57561,1.0091,2.4876,0.80409,1.3931,0.56831,1.268,0.73484,1.193,0.61377,1.0283,0.81542,1.8474,0.61677,0.84725,0.34951,0.64382,0.33086,0.6044,0.34114,0.54931,0.92618,1.8675,0.58915,0.89833,0.3235,0.70748,0.33442,0.68094,0.36464,0.57227,3.1753,5.4045,1.4414,2.3594,0.83592,1.5395,0.63042,1.0705,0.55187,0.92423,4.4404,7.8853,1.1431,2.462,0.60753,1.5249,0.60221,1.0906,0.54947,0.94109
3.098,4.8491,0.9514,2.049,0.74117,1.5692,0.4713,0.75002,0.41035,0.58901,5.025,7.2489,1.7381,3.5675,1.1136,2.4193,0.84612,1.2307,0.80979,1.0501,2.0309,3.6085,0.76781,2.0182,0.68686,1.5755,0.51557,0.81001,0.51313,0.70482,2.2221,3.1145,0.88871,1.5546,0.54443,1.233,0.4497,0.64962,0.4832,0.60919,3.2674,5.2008,1.4084,3.0066,1.1405,2.1173,0.98709,1.5631,0.97191,1.3296,1.1531,1.7695,0.4699,0.83363,0.27733,0.63536,0.27039,0.39647,0.27423,0.41783,1.6876,2.4406,0.67113,1.4545,0.49908,1.0428,0.39277,0.59697,0.41276,0.545,1.3906,2.4415,0.6866,1.39,0.51735,1.108,0.44535,0.61353,0.39632,0.51479,2.2542,3.7127,0.93382,2.0316,0.64191,1.2273,0.5259,0.71253,0.4934,0.64083,2.859,5.5988,1.3721,2.904,1.0026,2.5048,1.0093,1.4718,0.83749,1.0859,1.6082,3.2377,0.69111,1.7827,0.62216,1.3638,0.44729,0.70203,0.45751,0.57971,1.7435,3.3868,0.72998,1.7855,0.68397,1.5242,0.46531,0.77199,0.42043,0.60955,2.8521,7.6965,1.636,3.6915,1.2709,2.4352,0.7915,1.2174,0.81037,1.0085,5.4465,8.1305,1.76,2.9783,1.2732,2.3774,0.81401,1.1665,0.76933,0.97054
1.988,4.2059,0.59382,1.2663,0.52868,0.9629,0.44681,0.73217,0.33183,0.5243,3.7282,3.9847,0.92991,2.0523,0.92363,1.6735,0.77228,1.0672,0.57017,0.87401,1.038,2.6267,0.44323,1.0316,0.43413,0.93885,0.46714,0.71643,0.4118,0.62254,0.8991,1.518,0.36219,0.7553,0.3788,0.77747,0.42476,0.5883,0.34726,0.5362,0.96966,2.9773,0.82814,1.3772,0.64879,1.3961,0.93419,1.332,0.8636,1.2779,0.43894,0.78338,0.26804,0.38147,0.18059,0.42579,0.20722,0.3305,0.25169,0.38045,0.41498,1.0599,0.40596,0.62262,0.26581,0.54088,0.35092,0.47792,0.3402,0.50199,0.75234,1.3257,0.40734,0.64833,0.35561,0.66122,0.35765,0.47513,0.33467,0.46175,2.7872,3.6733,0.60546,1.1746,0.49663,0.9264,0.41228,0.62625,0.38068,0.55566,1.5592,3.1638,1.1506,1.5974,0.87872,1.5796,0.77006,1.2817,0.69266,1.048,1.2654,2.8364,0.60721,0.98536,0.44166,0.85106,0.43496,0.61426,0.35287,0.55713,1.3962,2.6364,0.55499,1.0358,0.49749,0.87285,0.42161,0.67741,0.37806,0.5728,4.5836,8.3791,1.2706,2.7052,0.75751,1.7514,0.803,1.2071,0.59649,0.92737,5.0366,8.4665,1.0572,2.6316,0.78453,1.7196,0.77274,1.1862,0.56903,0.91675
2.2922,4.3824,0.58365,1.0015,0.54605,0.91233,0.43898,0.68593,0.34255,0.57528,2.1995,4.1765,0.86656,1.448,0.5521,1.2583,0.79721,1.0918,0.53452,0.84697,1.1688,2.6949,0.56291,0.99348,0.3875,0.91568,0.45876,0.68957,0.36818,0.58719,0.97825,2.0208,0.41426,0.72807,0.28182,0.62875,0.41675,0.58803,0.32016,0.50744,1.7754,3.2577,0.8154,1.4124,0.47523,0.97095,0.89128,1.4123,0.78147,1.0862,0.4865,1.1026,0.26746,0.54177,0.18263,0.32505,0.20681,0.35364,0.2096,0.33975,0.7366,1.4885,0.46706,0.90589,0.20647,0.5375,0.3448,0.53596,0.28556,0.42809,0.86015,1.6837,0.45949,0.94536,0.33593,0.67521,0.35437,0.52643,0.29562,0.40873,0.7275,1.6395,0.54617,0.89632,0.33925,0.68298,0.41395,0.59865,0.35386,0.49914,1.9919,3.4568,0.99045,1.7296,0.69908,1.5092,0.82935,1.3066,0.67576,1.0001,1.1966,2.2709,0.50842,0.91816,0.34768,0.82092,0.4067,0.65604,0.32935,0.49435,1.3855,2.6891,0.47549,0.96345,0.44999,0.93671,0.40664,0.69213,0.34367,0.52703,3.6278,5.3759,1.0336,1.6244,0.62165,1.5164,0.77489,1.1328,0.54033,0.85049,5.2861,8.6372,1.1355,1.952,0.85969,1.6205,0.81622,1.1706,0.55597,0.94684
4.4688,5.3147,0.74475,1.4327,0.50896,1.0723,1.2638,1.8466,0.52804,1.0132,7.605,6.8158,1.3796,2.3271,0.94913,1.8079,2.9832,4.2249,0.85489,1.7793,4.7061,4.6868,0.848,1.6164,0.67599,1.0454,2.31,2.8834,0.61172,1.2658,3.1676,3.3728,0.53226,0.97674,0.40406,0.72871,1.8025,2.1814,0.54497,1.1088,6.7315,7.1696,1.0639,2.5841,0.76587,1.7886,3.0552,4.2318,0.95871,2.0269,0.71312,1.3014,0.39864,0.59962,0.15538,0.29446,0.26571,0.36783,0.28008,0.57241,1.8561,2.1398,0.64646,0.88919,0.31842,0.5302,1.1037,1.43,0.4568,0.97006,1.5234,1.9645,0.78087,0.95346,0.36881,0.73259,0.95788,1.3512,0.43639,0.96899,4.1916,5.5069,0.89344,1.6366,0.5218,1.1961,1.8449,2.2265,0.58179,1.1834,7.1481,6.7175,1.3424,2.5518,1.0338,2.1559,2.9844,4.2212,0.89836,1.8606,3.9814,4.0731,0.84783,1.3156,0.44249,0.96069,1.5072,1.9635,0.51986,1.1185,4.2878,4.3012,0.86752,1.4534,0.55848,1.0531,1.8901,2.4077,0.54999,1.2012,8.449,8.7159,1.7697,2.3038,0.82173,2.1263,2.8699,4.3295,0.94743,1.8152,9.3342,9.1069,1.6781,2.6219,0.68272,2.2711,2.756,4.2881,0.89856,1.7208
1.872,2.8365,0.55817,1.1886,0.40701,0.8648,0.43213,0.65337,0.57366,0.67633,4.5675,7.5875,2.1076,3.4763,0.91228,1.9467,1.2649,2.1684,0.79296,1.057,0.94412,2.4016,0.59652,1.215,0.55203,0.96574,0.48375,1.0552,0.6475,0.80671,0.72476,1.8553,0.48633,0.8575,0.23789,0.57271,0.4091,0.70898,0.59187,0.66783,3.128,6.315,1.3247,2.3297,0.63571,1.4702,1.215,2.2004,0.90462,1.2459,0.72783,1.0171,0.1734,0.38234,0.14591,0.2681,0.22041,0.32205,0.31984,0.39613,0.92291,1.5637,0.26478,0.63581,0.24025,0.39401,0.36839,0.48872,0.5231,0.58193,1.1169,1.5194,0.33488,0.77607,0.30761,0.48411,0.38226,0.5304,0.50987,0.56231,1.3361,1.7341,0.59174,1.0076,0.35876,0.6196,0.46702,0.77972,0.5897,0.70463,2.8977,6.4743,1.2147,2.7493,0.81769,1.761,1.2898,2.3439,0.78932,1.0483,1.2769,2.2038,0.59092,1.205,0.44347,0.82387,0.44182,0.67567,0.57153,0.66946,1.5204,2.4384,0.55367,1.1009,0.4755,0.86924,0.45803,0.83699,0.59951,0.73865,3.9468,7.6588,1.8967,3.6133,1.0088,2.2231,1.2134,2.217,0.77924,1.123,4.3734,6.9837,1.445,2.8539,0.76826,1.8557,1.1346,2.0652,0.76747,1.0911
10.741,14.15,1.2009,3.3559,1.0872,1.8498,0.51323,0.73363,0.31044,0.52017,14.811,23.058,2.2961,4.2514,1.9065,2.8454,0.68242,1.16,0.50649,0.99391,10.014,13.901,1.1899,3.1903,1.0499,1.8186,0.48145,0.76045,0.32759,0.57774,9.6477,11.646,1.0596,2.6487,0.93728,1.5242,0.41357,0.69336,0.28513,0.55946,12.223,20.991,2.4356,4.265,1.7462,2.9022,0.84052,1.5808,0.71372,1.1811,5.7018,6.4539,0.9209,2.0162,0.5203,1.0318,0.3085,0.52858,0.20908,0.37519,7.6242,10.397,0.88618,2.4786,0.74022,1.3495,0.36377,0.58594,0.26018,0.49939,7.5546,9.6348,0.94302,2.6486,0.78016,1.3939,0.363,0.64664,0.24263,0.46128,7.4901,10.132,0.90123,2.6068,0.78377,1.552,0.41282,0.6753,0.25723,0.52472,11.432,20.29,2.4147,4.3164,1.8028,2.9934,0.78613,1.3036,0.49553,1.0629,8.4361,10.88,0.99543,2.9109,0.86033,1.6981,0.46984,0.71106,0.28416,0.53543,8.5575,12.057,1.0473,3.0663,1.0175,1.9466,0.49394,0.74416,0.31847,0.56643,11.184,19.017,2.537,5.2978,1.7481,3.0605,0.84031,1.199,0.50521,1.0075,13.494,19.5,2.1014,4.9995,1.6719,2.9872,0.81831,1.0841,0.44908,0.89408
